transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,masked_email,masked_phone,revenue,year,month,product_name_master,category_master,price_master
3994,417,Kristina Lewis,102,70000.0,Phone,Electronics,offline,Delhi,2026-01-05,5,NetBanking,0.4,KristinaLewis@gmail.com,7869899732,successful,K***@gmail.com,******9732,210000.0,2026,January,Phone,Electronics,70000
3995,966,Susan Phillips,102,70000.0,Phone,Electronics,offline,Delhi,2025-04-22,5,Card,0.1,SusanPhillips@gmail.com,8202203718,successful,S***@gmail.com,******3718,315000.0,2025,April,Phone,Electronics,70000
3996,173,Joshua Smith,105,45000.0,Tv,Electronics,offline,Delhi,2025-05-01,3,UPI,0.1,JoshuaSmith@outlook.com,9374137378,successful,J***@outlook.com,******7378,121500.0,2025,May,TV,Electronics,45000
3997,654,Amy Ramos,105,45000.0,Tv,Electronics,offline,Chennai,2026-02-18,4,UPI,0.1,Amy47@gmail.com,8316772859,successful,A***@gmail.com,******2859,162000.0,2026,February,TV,Electronics,45000
3998,751,Christina Brown,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-07-11,1,Cash,0.35,ChristinaBrown@yahoo.com,9575660383,successful,C***@yahoo.com,******0383,29250.0,2025,July,TV,Electronics,45000
3999,727,Rodney Simmons,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-12-08,3,Cash,0.05,RodneySimmons@outlook.com,7718353682,successful,R***@outlook.com,******3682,142500.0,2025,December,Dining Table,Furniture,50000
4000,184,Katherine Jones,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2026-01-18,5,NetBanking,0.15,KatherineJones@yahoo.com,8990091838,successful,K***@yahoo.com,******1838,212500.0,2026,January,Dining Table,Furniture,50000
4001,1112,Jasmine Carlson,106,80000.0,Sofa,Furniture,offline,Delhi,2025-12-18,2,Cash,0.1,JasmineCarlson@gmail.com,8286662057,successful,J***@gmail.com,******2057,144000.0,2025,December,Sofa,Furniture,80000
4002,1125,Jeanne Suarez,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-07,3,Card,0.1,JeanneSuarez@yahoo.com,6435924212,successful,J***@yahoo.com,******4212,121500.0,2025,August,TV,Electronics,45000
4003,1379,Anthony Howard,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-09-19,2,Cash,0.3,Anthony42@gmail.com,8187928333,successful,A***@gmail.com,******8333,70000.0,2025,September,Dining Table,Furniture,50000
4004,1570,John Wilkins,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-11-20,2,Cash,0.4,JohnWilkins@outlook.com,6440039629,successful,J***@outlook.com,******9629,60000.0,2025,November,Dining Table,Furniture,50000
4005,1433,Joseph Knapp,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-29,5,Cash,0.25,JosephKnapp@gmail.com,9284221237,successful,J***@gmail.com,******1237,56250.0,2025,September,Mixer Grinder,Home Appliances,15000
4006,1307,George Hall,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-05-25,3,Card,0.4,GeorgeHall@outlook.com,6322986907,successful,G***@outlook.com,******6907,450000.0,2025,May,Laptop,Electronics,250000
4007,1911,Marc Morales,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-03-28,3,Card,0.15,MarcMorales@outlook.com,9957234459,successful,M***@outlook.com,******4459,38250.0,2026,March,Mixer Grinder,Home Appliances,15000
4008,1435,Jeffrey Wood,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-12-21,3,NetBanking,0.3,Jeffrey39@gmail.com,7235895289,successful,J***@gmail.com,******5289,31499.999999999996,2025,December,Mixer Grinder,Home Appliances,15000
4009,1366,Kimberly Stevenson,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-16,1,Cash,0.2,KimberlyStevenson@yahoo.com,8744500653,successful,K***@yahoo.com,******0653,1040.0,2025,September,Shirt,Clothing,1300
4010,1428,James Mccoy,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-11-26,4,Cash,0.3,JamesMccoy@gmail.com,6657573377,successful,J***@gmail.com,******3377,140000.0,2025,November,Dining Table,Furniture,50000
4011,1778,Joseph Tucker,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-06-22,3,NetBanking,0.05,Joseph7@gmail.com,7919275067,successful,J***@gmail.com,******5067,128250.0,2025,June,Microwave,Home Appliances,45000
4012,1572,Linda Cummings,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-07-07,3,Cash,0.3,LindaCummings@yahoo.com,7393053694,successful,L***@yahoo.com,******3694,2730.0,2025,July,Shirt,Clothing,1300
4013,1764,Lisa Matthews,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-11-21,4,Cash,0.4,LisaMatthews@outlook.com,7467829611,successful,L***@outlook.com,******9611,120000.0,2025,November,Dining Table,Furniture,50000
4014,1320,Ryan Jacobs,102,70000.0,Phone,Electronics,offline,Chennai,2025-08-27,5,Cash,0.35,RyanJacobs@yahoo.com,7999181600,successful,R***@yahoo.com,******1600,227500.0,2025,August,Phone,Electronics,70000
4015,1153,Thomas Sanchez,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-04-05,2,NetBanking,0.2,ThomasSanchez@gmail.com,8453332082,successful,T***@gmail.com,******2082,24000.0,2026,April,Mixer Grinder,Home Appliances,15000
4016,1213,David Davis,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-01-06,4,UPI,0.1,David35@gmail.com,7505973849,successful,D***@gmail.com,******3849,234000.0,2025,January,Refrigerator,Home Appliances,65000
4017,1125,Jeanne Suarez,106,80000.0,Sofa,Furniture,offline,Mumbai,2026-01-07,2,NetBanking,0.15,JeanneSuarez@yahoo.com,6435924212,successful,J***@yahoo.com,******4212,136000.0,2026,January,Sofa,Furniture,80000
4018,1086,Samuel George,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-08-07,3,UPI,0.4,SamuelGeorge@yahoo.com,8255402595,successful,S***@yahoo.com,******2595,27000.0,2025,August,Mixer Grinder,Home Appliances,15000
4019,1857,Kyle Kennedy,106,80000.0,Sofa,Furniture,online,Mumbai,2025-12-04,5,NetBanking,0.05,KyleKennedy@gmail.com,6762660800,successful,K***@gmail.com,******0800,380000.0,2025,December,Sofa,Furniture,80000
4020,1811,Rita Hamilton,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-04-16,5,UPI,0.4,RitaHamilton@outlook.com,6893566574,successful,R***@outlook.com,******6574,750000.0,2026,April,Laptop,Electronics,250000
4021,1351,Scott Martinez,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-08-16,1,UPI,0.35,Scott12@gmail.com,8243432829,successful,S***@gmail.com,******2829,42250.0,2025,August,Refrigerator,Home Appliances,65000
4022,1407,Laura Adams,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-05-07,5,Cash,0.15,Laura22@gmail.com,6091087968,successful,L***@gmail.com,******7968,340000.0,2025,May,Sofa,Furniture,80000
4023,1534,Matthew Harrington,102,70000.0,Phone,Electronics,offline,Delhi,2026-02-04,3,Card,0.05,MatthewHarrington@yahoo.com,7693815786,successful,M***@yahoo.com,******5786,199500.0,2026,February,Phone,Electronics,70000
4024,1365,Patrick Preston,103,1300.0,Shirt,Clothing,offline,Delhi,2025-09-17,1,UPI,0.25,PatrickPreston@gmail.com,6008328001,successful,P***@gmail.com,******8001,975.0,2025,September,Shirt,Clothing,1300
4025,1262,Jessica Hawkins,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-02-26,1,NetBanking,0.4,Jessica10@gmail.com,7358197977,successful,J***@gmail.com,******7977,39000.0,2026,February,Refrigerator,Home Appliances,65000
4026,1825,Mary Malone,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-03,2,UPI,0.3,MaryMalone@outlook.com,7014367480,successful,M***@outlook.com,******7480,21000.0,2025,August,Mixer Grinder,Home Appliances,15000
4027,1548,Christina Porter,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-01-28,2,UPI,0.3,ChristinaPorter@yahoo.com,7741683259,successful,C***@yahoo.com,******3259,11200.0,2026,January,Shoes,Clothing,8000
4028,1321,Daniel Taylor,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-12-10,2,UPI,0.1,DanielTaylor@gmail.com,6991123962,successful,D***@gmail.com,******3962,144000.0,2025,December,Sofa,Furniture,80000
4029,1752,Ryan Heath,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-18,3,NetBanking,0.2,RyanHeath@yahoo.com,9419114340,successful,R***@yahoo.com,******4340,3120.0,2025,December,Shirt,Clothing,1300
4029,1752,Ryan Heath,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-18,3,NetBanking,0.2,RyanHeath@yahoo.com,9419114340,failed,R***@yahoo.com,******4340,3120.0,2025,December,Shirt,Clothing,1300
4030,1770,Daniel Lester,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-01-22,4,Card,0.25,DanielLester@gmail.com,7236956411,successful,D***@gmail.com,******6411,135000.0,2026,January,Microwave,Home Appliances,45000
4031,1932,Eric Mitchell,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-05-02,2,Card,0.4,Eric4@gmail.com,7366480400,successful,E***@gmail.com,******0400,60000.0,2025,May,Dining Table,Furniture,50000
4032,1142,Joseph Chavez,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-08-23,4,NetBanking,0.25,Joseph16@gmail.com,7465534291,successful,J***@gmail.com,******4291,750000.0,2025,August,Laptop,Electronics,250000
4033,1171,William Orr,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-02-12,2,NetBanking,0.05,William85@gmail.com,9397572479,successful,W***@gmail.com,******2479,85500.0,2026,February,Microwave,Home Appliances,45000
4034,1663,Michael Holder,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-01-22,5,Card,0.05,MichaelHolder@outlook.com,8148441732,successful,M***@outlook.com,******1732,308750.0,2026,January,Refrigerator,Home Appliances,65000
4035,1182,Nancy Jones,106,80000.0,Sofa,Furniture,offline,Delhi,2025-07-23,4,NetBanking,0.1,NancyJones@outlook.com,9983956538,successful,N***@outlook.com,******6538,288000.0,2025,July,Sofa,Furniture,80000
4036,1753,Laura Dougherty,104,8000.0,Shoes,Clothing,online,Chennai,2025-04-19,1,NetBanking,0.3,LauraDougherty@outlook.com,9370374117,successful,L***@outlook.com,******4117,5600.0,2025,April,Shoes,Clothing,8000
4037,1034,Laura Landry,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-04-07,5,UPI,0.05,LauraLandry@yahoo.com,7998918246,successful,L***@yahoo.com,******8246,71250.0,2026,April,Mixer Grinder,Home Appliances,15000
4038,1169,Randy Stevens,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-01-09,4,NetBanking,0.15,Randy77@gmail.com,7259808019,successful,R***@gmail.com,******8019,153000.0,2025,January,Microwave,Home Appliances,45000
4039,1504,Matthew Byrd,104,8000.0,Shoes,Clothing,offline,Delhi,2026-02-03,3,UPI,0.2,MatthewByrd@outlook.com,7558816218,successful,M***@outlook.com,******6218,19200.0,2026,February,Shoes,Clothing,8000
4040,1208,Andrew Collins,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-10-06,2,UPI,0.3,Andrew87@gmail.com,6342139760,successful,A***@gmail.com,******9760,62999.99999999999,2025,October,Microwave,Home Appliances,45000
4041,1463,Matthew Mathis,101,250000.0,Laptop,Electronics,offline,Delhi,2025-11-21,1,NetBanking,0.15,MatthewMathis@yahoo.com,9643726617,successful,M***@yahoo.com,******6617,212500.0,2025,November,Laptop,Electronics,250000
4041,1463,Matthew Mathis,101,250000.0,Laptop,Electronics,offline,Delhi,2025-11-21,1,NetBanking,0.15,MatthewMathis@yahoo.com,9643726617,failed,M***@yahoo.com,******6617,212500.0,2025,November,Laptop,Electronics,250000
4042,1403,Timothy Wright,102,70000.0,Phone,Electronics,online,Mumbai,2025-09-27,3,Card,0.3,Timothy69@gmail.com,9333297631,successful,T***@gmail.com,******7631,147000.0,2025,September,Phone,Electronics,70000
4043,1781,Michael Knox,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-10-24,3,UPI,0.15,MichaelKnox@gmail.com,8778259518,successful,M***@gmail.com,******9518,637500.0,2025,October,Laptop,Electronics,250000
4044,1245,Carlos Bennett,102,70000.0,Phone,Electronics,online,Mumbai,2025-10-01,1,Card,0.05,CarlosBennett@gmail.com,7253770837,successful,C***@gmail.com,******0837,66500.0,2025,October,Phone,Electronics,70000
4045,1833,Angela Coleman,105,45000.0,Tv,Electronics,online,Chennai,2026-01-03,2,Card,0.3,AngelaColeman@gmail.com,7033313398,successful,A***@gmail.com,******3398,62999.99999999999,2026,January,TV,Electronics,45000
4046,1503,Patrick Lopez,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-03-26,5,NetBanking,0.1,Patrick78@gmail.com,7298336747,successful,P***@gmail.com,******6747,202500.0,2026,March,Microwave,Home Appliances,45000
4047,1746,Lawrence Coffey,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-13,2,Card,0.05,Lawrence21@gmail.com,7164156371,successful,L***@gmail.com,******6371,85500.0,2025,September,Microwave,Home Appliances,45000
4048,1408,Mark Dunn,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-11-07,3,Cash,0.3,MarkDunn@outlook.com,8983877817,successful,M***@outlook.com,******7817,168000.0,2025,November,Sofa,Furniture,80000
4049,1368,Brandon Medina,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-01-07,3,NetBanking,0.05,BrandonMedina@yahoo.com,6458168163,successful,B***@yahoo.com,******8163,128250.0,2025,January,Microwave,Home Appliances,45000
4050,1799,Matthew Rodriguez,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-09,2,UPI,0.1,Matthew88@gmail.com,6494620699,successful,M***@gmail.com,******0699,90000.0,2026,January,Dining Table,Furniture,50000
4051,1263,Morgan Daniel,101,250000.0,Laptop,Electronics,offline,Chennai,2026-04-12,2,NetBanking,0.3,MorganDaniel@outlook.com,7320499648,successful,M***@outlook.com,******9648,350000.0,2026,April,Laptop,Electronics,250000
4052,1802,Joshua Singh,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-05-07,3,NetBanking,0.2,Joshua30@gmail.com,8073460890,successful,J***@gmail.com,******0890,192000.0,2025,May,Sofa,Furniture,80000
4053,1731,Miranda Evans,105,45000.0,Tv,Electronics,online,Bangalore,2025-05-15,4,Card,0.1,MirandaEvans@gmail.com,7553890140,successful,M***@gmail.com,******0140,162000.0,2025,May,TV,Electronics,45000
4054,1817,Debra Jenkins,102,70000.0,Phone,Electronics,online,Chennai,2025-04-21,5,UPI,0.2,DebraJenkins@outlook.com,6397883618,successful,D***@outlook.com,******3618,280000.0,2025,April,Phone,Electronics,70000
4055,1411,Luis Jackson,101,250000.0,Laptop,Electronics,online,Mumbai,2025-04-16,5,Card,0.05,Luis79@gmail.com,6623019917,successful,L***@gmail.com,******9917,1187500.0,2025,April,Laptop,Electronics,250000
4056,1182,Nancy Jones,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-09-05,1,Cash,0.25,NancyJones@outlook.com,9983956538,successful,N***@outlook.com,******6538,37500.0,2025,September,Dining Table,Furniture,50000
4057,1573,David Rasmussen,103,1300.0,Shirt,Clothing,offline,Delhi,2026-01-24,3,UPI,0.05,DavidRasmussen@outlook.com,6114645738,successful,D***@outlook.com,******5738,3705.0,2026,January,Shirt,Clothing,1300
4058,1664,Diane King,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-11-13,3,Cash,0.35,DianeKing@yahoo.com,9770674528,successful,D***@yahoo.com,******4528,87750.0,2025,November,Microwave,Home Appliances,45000
4059,1184,Oscar Tucker,102,70000.0,Phone,Electronics,offline,Delhi,2025-05-07,1,NetBanking,0.2,Oscar71@gmail.com,8351864909,successful,O***@gmail.com,******4909,56000.0,2025,May,Phone,Electronics,70000
4060,1311,Elizabeth Peck,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-05-22,2,Cash,0.05,ElizabethPeck@yahoo.com,9112760130,successful,E***@yahoo.com,******0130,95000.0,2025,May,Dining Table,Furniture,50000
4060,1311,Elizabeth Peck,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-05-22,2,Cash,0.05,ElizabethPeck@yahoo.com,9112760130,failed,E***@yahoo.com,******0130,95000.0,2025,May,Dining Table,Furniture,50000
4061,1285,Ryan Dawson,101,250000.0,Laptop,Electronics,offline,Mumbai,2026-01-24,5,NetBanking,0.3,Ryan26@gmail.com,8186966846,successful,R***@gmail.com,******6846,875000.0,2026,January,Laptop,Electronics,250000
4061,1285,Ryan Dawson,101,250000.0,Laptop,Electronics,offline,Mumbai,2026-01-24,5,NetBanking,0.3,Ryan26@gmail.com,8186966846,failed,R***@gmail.com,******6846,875000.0,2026,January,Laptop,Electronics,250000
4062,1840,Kelly Chang,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-04-06,3,UPI,0.1,KellyChang@yahoo.com,8556750724,successful,K***@yahoo.com,******0724,40500.0,2026,April,Mixer Grinder,Home Appliances,15000
4063,1287,Roy Mack,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-07-08,4,Card,0.1,Roy27@gmail.com,7252704481,successful,R***@gmail.com,******4481,234000.0,2025,July,Refrigerator,Home Appliances,65000
4064,1573,David Rasmussen,103,1300.0,Shirt,Clothing,online,Delhi,2025-04-19,5,NetBanking,0.4,DavidRasmussen@outlook.com,6114645738,successful,D***@outlook.com,******5738,3900.0,2025,April,Shirt,Clothing,1300
4065,1074,Justin Cooper,101,250000.0,Laptop,Electronics,offline,Chennai,2025-07-19,1,Cash,0.3,Justin56@gmail.com,9099115753,successful,J***@gmail.com,******5753,175000.0,2025,July,Laptop,Electronics,250000
4066,1678,Joshua Faulkner,102,70000.0,Phone,Electronics,offline,Chennai,2025-10-28,2,Cash,0.35,JoshuaFaulkner@gmail.com,8958622135,successful,J***@gmail.com,******2135,91000.0,2025,October,Phone,Electronics,70000
4067,1601,Jay English,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-07-01,1,UPI,0.15,JayEnglish@outlook.com,6836362452,successful,J***@outlook.com,******2452,55250.0,2025,July,Refrigerator,Home Appliances,65000
4068,1059,Justin Taylor,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-06-13,2,Cash,0.35,Justin44@gmail.com,7479701241,successful,J***@gmail.com,******1241,65000.0,2025,June,Dining Table,Furniture,50000
4069,1185,Ian Park,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-01-11,2,Card,0.15,Ian39@gmail.com,7713068929,successful,I***@gmail.com,******8929,425000.0,2025,January,Laptop,Electronics,250000
4070,1088,Duane Smith,102,70000.0,Phone,Electronics,offline,Bangalore,2026-02-25,1,Cash,0.1,DuaneSmith@gmail.com,9359605068,successful,D***@gmail.com,******5068,63000.0,2026,February,Phone,Electronics,70000
4071,1453,Tanner Smith,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-11-06,1,Card,0.1,TannerSmith@outlook.com,7946972425,successful,T***@outlook.com,******2425,13500.0,2025,November,Mixer Grinder,Home Appliances,15000
4072,1829,Tamara Brown,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-07-21,1,UPI,0.05,TamaraBrown@yahoo.com,9783380807,successful,T***@yahoo.com,******0807,47500.0,2025,July,Dining Table,Furniture,50000
4073,1724,Kelly Adams,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-13,5,UPI,0.4,KellyAdams@gmail.com,7750377165,successful,K***@gmail.com,******7165,3900.0,2025,December,Shirt,Clothing,1300
4074,1540,Derek Brooks,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-01-14,2,UPI,0.35,Derek17@gmail.com,8668740281,successful,D***@gmail.com,******0281,65000.0,2026,January,Dining Table,Furniture,50000
4075,1349,Jessica Hall,105,45000.0,Tv,Electronics,online,Delhi,2025-11-15,1,NetBanking,0.3,JessicaHall@gmail.com,9094322681,successful,J***@gmail.com,******2681,31499.999999999996,2025,November,TV,Electronics,45000
4076,1281,Mark Harper,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-19,1,Card,0.3,Mark81@gmail.com,8460307015,successful,M***@gmail.com,******7015,909.9999999999999,2025,September,Shirt,Clothing,1300
4077,1291,Kathryn Moore,103,1300.0,Shirt,Clothing,offline,Chennai,2026-04-04,5,NetBanking,0.15,Kathryn65@gmail.com,9701317431,successful,K***@gmail.com,******7431,5525.0,2026,April,Shirt,Clothing,1300
4077,1291,Kathryn Moore,103,1300.0,Shirt,Clothing,offline,Chennai,2026-04-04,5,NetBanking,0.15,Kathryn65@gmail.com,9701317431,failed,K***@gmail.com,******7431,5525.0,2026,April,Shirt,Clothing,1300
4078,1217,Colin Yang,105,45000.0,Tv,Electronics,offline,Chennai,2025-09-27,4,Cash,0.35,ColinYang@yahoo.com,7003410764,successful,C***@yahoo.com,******0764,117000.0,2025,September,TV,Electronics,45000
4079,1322,Heather Escobar,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-05-09,5,UPI,0.4,HeatherEscobar@gmail.com,8471468220,successful,H***@gmail.com,******8220,135000.0,2025,May,Microwave,Home Appliances,45000
4080,1505,Edgar Jones,103,1300.0,Shirt,Clothing,online,Mumbai,2025-10-30,5,Cash,0.1,EdgarJones@outlook.com,7010830723,successful,E***@outlook.com,******0723,5850.0,2025,October,Shirt,Clothing,1300
4081,1294,Peter Reed,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-22,4,Cash,0.3,PeterReed@yahoo.com,7055507125,successful,P***@yahoo.com,******7125,196000.0,2025,August,Phone,Electronics,70000
4081,1294,Peter Reed,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-22,4,Cash,0.3,PeterReed@yahoo.com,7055507125,failed,P***@yahoo.com,******7125,196000.0,2025,August,Phone,Electronics,70000
4082,1472,Chad Barnes,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-02-19,5,UPI,0.4,ChadBarnes@outlook.com,7439247807,successful,C***@outlook.com,******7807,195000.0,2026,February,Refrigerator,Home Appliances,65000
4083,1872,Jennifer Hogan,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-05,1,Card,0.4,JenniferHogan@gmail.com,8102092164,successful,J***@gmail.com,******2164,27000.0,2025,August,Microwave,Home Appliances,45000
4084,1721,Alison Robinson,104,8000.0,Shoes,Clothing,offline,Chennai,2026-10-01,2,Card,0.2,Alison88@gmail.com,9190417144,successful,A***@gmail.com,******7144,12800.0,2026,October,Shoes,Clothing,8000
4085,1399,Kristen Buchanan,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-11-08,2,Cash,0.05,KristenBuchanan@yahoo.com,7473125597,successful,K***@yahoo.com,******5597,475000.0,2025,November,Laptop,Electronics,250000
4086,1893,Michael Gibbs,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-14,5,UPI,0.2,MichaelGibbs@outlook.com,6538450615,successful,M***@outlook.com,******0615,280000.0,2025,December,Phone,Electronics,70000
4087,1745,Monique Bird,103,1300.0,Shirt,Clothing,online,Delhi,2026-01-03,3,NetBanking,0.1,MoniqueBird@yahoo.com,7661411467,successful,M***@yahoo.com,******1467,3510.0,2026,January,Shirt,Clothing,1300
4088,1540,Derek Brooks,105,45000.0,Tv,Electronics,offline,Hyderabad,2026-01-20,3,UPI,0.3,Derek17@gmail.com,8668740281,successful,D***@gmail.com,******0281,94500.0,2026,January,TV,Electronics,45000
4089,1293,James Crawford,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-06-15,3,UPI,0.4,JamesCrawford@yahoo.com,8376166088,successful,J***@yahoo.com,******6088,2340.0,2025,June,Shirt,Clothing,1300
4090,1687,Jason Perry,104,8000.0,Shoes,Clothing,offline,Chennai,2025-08-31,5,Card,0.35,JasonPerry@gmail.com,8254074157,successful,J***@gmail.com,******4157,26000.0,2025,August,Shoes,Clothing,8000
4091,1502,Jillian Soto,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-11-26,1,NetBanking,0.15,Jillian84@gmail.com,8550958229,successful,J***@gmail.com,******8229,59500.0,2025,November,Phone,Electronics,70000
4092,1438,Paul Webster,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-06-17,2,UPI,0.15,Paul43@gmail.com,9885417143,successful,P***@gmail.com,******7143,425000.0,2025,June,Laptop,Electronics,250000
4093,1549,Brent Delacruz,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-06-01,2,Card,0.25,BrentDelacruz@gmail.com,9899718665,successful,B***@gmail.com,******8665,97500.0,2025,June,Refrigerator,Home Appliances,65000
4094,1060,John Barron,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-03-13,5,Cash,0.35,JohnBarron@outlook.com,8542315462,successful,J***@outlook.com,******5462,4225.0,2026,March,Shirt,Clothing,1300
4095,1605,Brian Taylor,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-11-08,2,NetBanking,0.2,BrianTaylor@outlook.com,9000909470,successful,B***@outlook.com,******9470,104000.0,2025,November,Refrigerator,Home Appliances,65000
4096,1511,Manuel Hernandez,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-12-08,1,Cash,0.15,ManuelHernandez@outlook.com,9915629139,successful,M***@outlook.com,******9139,38250.0,2025,December,Microwave,Home Appliances,45000
4097,1037,Matthew Olson,105,45000.0,Tv,Electronics,offline,Mumbai,2025-04-30,2,Cash,0.2,Matthew78@gmail.com,6837676198,successful,M***@gmail.com,******6198,72000.0,2025,April,TV,Electronics,45000
4098,1903,Mary Richardson,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-12-01,2,Cash,0.2,MaryRichardson@outlook.com,6699209095,successful,M***@outlook.com,******9095,104000.0,2026,December,Refrigerator,Home Appliances,65000
4099,1080,Randy Hoffman,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-06-05,1,Cash,0.05,Randy79@gmail.com,8904722674,successful,R***@gmail.com,******2674,47500.0,2025,June,Dining Table,Furniture,50000
4100,1028,Katie Robbins,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-11-30,5,UPI,0.1,KatieRobbins@yahoo.com,9399356902,successful,K***@yahoo.com,******6902,360000.0,2025,November,Sofa,Furniture,80000
4101,1055,Brandon Ritter,102,70000.0,Phone,Electronics,online,Delhi,2025-07-14,4,UPI,0.4,BrandonRitter@gmail.com,6153715614,successful,B***@gmail.com,******5614,168000.0,2025,July,Phone,Electronics,70000
4102,1130,Brian Diaz,103,1300.0,Shirt,Clothing,online,Delhi,2025-10-11,1,Cash,0.05,BrianDiaz@outlook.com,8228095676,successful,B***@outlook.com,******5676,1235.0,2025,October,Shirt,Clothing,1300
4103,1261,Paul Jones,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-05-10,4,Cash,0.15,Paul93@gmail.com,9277587004,successful,P***@gmail.com,******7004,850000.0,2025,May,Laptop,Electronics,250000
4104,1981,Jennifer Foster,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-04-18,5,UPI,0.2,JenniferFoster@outlook.com,9610532694,successful,J***@outlook.com,******2694,260000.0,2025,April,Refrigerator,Home Appliances,65000
4105,1618,Malik Torres,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-03-08,3,Card,0.1,Malik71@gmail.com,6904855612,successful,M***@gmail.com,******5612,121500.0,2025,March,Microwave,Home Appliances,45000
4106,1022,Vanessa Taylor,106,80000.0,Sofa,Furniture,online,Mumbai,2025-06-30,3,Cash,0.1,VanessaTaylor@outlook.com,6048940379,successful,V***@outlook.com,******0379,216000.0,2025,June,Sofa,Furniture,80000
